Distance	Density
4.4063	0.271
4.4094	0.2708
4.4124	0.2705
4.4155	0.2703
4.4186	0.2701
4.4217	0.2698
4.4248	0.2696
4.4279	0.2693
4.431	0.2691
4.4341	0.2688
4.4372	0.2686
4.4403	0.2683
4.4434	0.268
4.4465	0.2678
4.4495	0.2675
4.4526	0.2672
4.4557	0.2669
4.4588	0.2666
4.4619	0.2663
4.465	0.266
4.4681	0.2657
4.4712	0.2654
4.4743	0.2651
4.4774	0.2648
4.4805	0.2645
4.4836	0.2641
4.4867	0.2638
4.4897	0.2635
4.4928	0.2631
4.4959	0.2628
4.499	0.2624
4.5021	0.2621
4.5052	0.2617
4.5083	0.2614
4.5114	0.261
4.5145	0.2606
4.5176	0.2602
4.5207	0.2599
4.5238	0.2595
4.5269	0.2591
4.5299	0.2587
4.533	0.2583
4.5361	0.2579
4.5392	0.2575
4.5423	0.2571
4.5454	0.2567
4.5485	0.2562
4.5516	0.2558
4.5547	0.2554
4.5578	0.255
4.5609	0.2545
4.564	0.2541
4.567	0.2536
4.5701	0.2532
4.5732	0.2527
4.5763	0.2523
4.5794	0.2518
4.5825	0.2513
4.5856	0.2508
4.5887	0.2504
4.5918	0.2499
4.5949	0.2494
4.598	0.2489
4.6011	0.2484
4.6042	0.2479
4.6072	0.2474
4.6103	0.2469
4.6134	0.2463
4.6165	0.2458
4.6196	0.2453
4.6227	0.2447
4.6258	0.2442
4.6289	0.2437
4.632	0.2431
4.6351	0.2425
4.6382	0.242
4.6413	0.2414
4.6444	0.2408
4.6474	0.2403
4.6505	0.2397
4.6536	0.2391
4.6567	0.2385
4.6598	0.2379
4.6629	0.2373
4.666	0.2367
4.6691	0.2361
4.6722	0.2355
4.6753	0.2348
4.6784	0.2342
4.6815	0.2336
4.6845	0.2329
4.6876	0.2323
4.6907	0.2316
4.6938	0.231
4.6969	0.2303
4.7	0.2296
4.7031	0.229
4.7062	0.2283
4.7093	0.2276
4.7124	0.2269
4.7155	0.2262
4.7186	0.2255
4.7217	0.2248
4.7247	0.2241
4.7278	0.2234
4.7309	0.2226
4.734	0.2219
4.7371	0.2212
4.7402	0.2204
4.7433	0.2197
4.7464	0.2189
4.7495	0.2182
4.7526	0.2174
4.7557	0.2166
4.7588	0.2159
4.7619	0.2151
4.7649	0.2143
4.768	0.2135
4.7711	0.2127
4.7742	0.2119
4.7773	0.2111
4.7804	0.2103
4.7835	0.2095
4.7866	0.2086
4.7897	0.2078
4.7928	0.207
4.7959	0.2061
4.799	0.2053
4.802	0.2044
4.8051	0.2036
4.8082	0.2027
4.8113	0.2019
4.8144	0.201
4.8175	0.2001
4.8206	0.1992
4.8237	0.1984
4.8268	0.1975
4.8299	0.1966
4.833	0.1957
4.8361	0.1948
4.8392	0.1939
4.8422	0.1929
4.8453	0.192
4.8484	0.1911
4.8515	0.1902
4.8546	0.1892
4.8577	0.1883
4.8608	0.1874
4.8639	0.1864
4.867	0.1855
4.8701	0.1845
4.8732	0.1836
4.8763	0.1826
4.8794	0.1816
4.8824	0.1807
4.8855	0.1797
4.8886	0.1787
4.8917	0.1777
4.8948	0.1768
4.8979	0.1758
4.901	0.1748
4.9041	0.1738
4.9072	0.1728
4.9103	0.1718
4.9134	0.1708
4.9165	0.1698
4.9196	0.1688
4.9226	0.1678
4.9257	0.1668
4.9288	0.1658
4.9319	0.1647
4.935	0.1637
4.9381	0.1627
4.9412	0.1617
4.9443	0.1607
4.9474	0.1596
4.9505	0.1586
4.9536	0.1576
4.9567	0.1566
4.9597	0.1555
4.9628	0.1545
4.9659	0.1535
4.969	0.1524
4.9721	0.1514
4.9752	0.1503
4.9783	0.1493
4.9814	0.1483
4.9845	0.1472
4.9876	0.1462
4.9907	0.1451
4.9938	0.1441
4.9969	0.1431
4.9999	0.142
5.003	0.141
5.0061	0.1399
5.0092	0.1389
5.0123	0.1379
5.0154	0.1368
5.0185	0.1358
5.0216	0.1347
5.0247	0.1337
5.0278	0.1327
5.0309	0.1316
5.034	0.1306
5.0371	0.1296
5.0401	0.1285
5.0432	0.1275
5.0463	0.1265
5.0494	0.1254
5.0525	0.1244
5.0556	0.1234
5.0587	0.1224
5.0618	0.1213
5.0649	0.1203
5.068	0.1193
5.0711	0.1183
5.0742	0.1173
5.0772	0.1163
5.0803	0.1153
5.0834	0.1143
5.0865	0.1132
5.0896	0.1123
5.0927	0.1113
5.0958	0.1103
5.0989	0.1093
5.102	0.1083
5.1051	0.1073
5.1082	0.1063
5.1113	0.1053
5.1144	0.1044
5.1174	0.1034
5.1205	0.1024
5.1236	0.1015
5.1267	0.1005
5.1298	0.0996
5.1329	0.0986
5.136	0.0977
5.1391	0.0967
5.1422	0.0958
5.1453	0.0948
5.1484	0.0939
5.1515	0.093
5.1546	0.0921
5.1576	0.0911
5.1607	0.0902
5.1638	0.0893
5.1669	0.0884
5.17	0.0875
5.1731	0.0866
5.1762	0.0857
5.1793	0.0848
5.1824	0.084
5.1855	0.0831
5.1886	0.0822
5.1917	0.0814
5.1947	0.0805
5.1978	0.0796
5.2009	0.0788
5.204	0.0779
5.2071	0.0771
5.2102	0.0763
5.2133	0.0754
5.2164	0.0746
5.2195	0.0738
5.2226	0.073
5.2257	0.0722
5.2288	0.0714
5.2319	0.0706
5.2349	0.0698
5.238	0.069
5.2411	0.0682
5.2442	0.0675
5.2473	0.0667
5.2504	0.0659
5.2535	0.0652
5.2566	0.0644
5.2597	0.0637
5.2628	0.0629
5.2659	0.0622
5.269	0.0615
5.2721	0.0607
5.2751	0.06
5.2782	0.0593
5.2813	0.0586
5.2844	0.0579
5.2875	0.0572
5.2906	0.0565
5.2937	0.0558
5.2968	0.0552
5.2999	0.0545
5.303	0.0538
5.3061	0.0532
5.3092	0.0525
5.3122	0.0518
5.3153	0.0512
5.3184	0.0506
5.3215	0.0499
5.3246	0.0493
5.3277	0.0487
5.3308	0.0481
5.3339	0.0475
5.337	0.0469
5.3401	0.0463
5.3432	0.0457
5.3463	0.0451
5.3494	0.0445
5.3524	0.0439
5.3555	0.0433
5.3586	0.0428
5.3617	0.0422
5.3648	0.0417
5.3679	0.0411
5.371	0.0406
5.3741	0.04
5.3772	0.0395
5.3803	0.039
5.3834	0.0384
5.3865	0.0379
5.3896	0.0374
5.3926	0.0369
5.3957	0.0364
5.3988	0.0359
5.4019	0.0354
5.405	0.0349
5.4081	0.0344
5.4112	0.034
5.4143	0.0335
5.4174	0.033
5.4205	0.0326
5.4236	0.0321
5.4267	0.0317
5.4297	0.0312
5.4328	0.0308
5.4359	0.0303
5.439	0.0299
5.4421	0.0295
5.4452	0.0291
5.4483	0.0286
5.4514	0.0282
5.4545	0.0278
5.4576	0.0274
5.4607	0.027
5.4638	0.0266
5.4669	0.0262
5.4699	0.0258
5.473	0.0255
5.4761	0.0251
5.4792	0.0247
5.4823	0.0244
5.4854	0.024
5.4885	0.0236
5.4916	0.0233
5.4947	0.0229
5.4978	0.0226
5.5009	0.0222
5.504	0.0219
5.5071	0.0216
5.5101	0.0212
5.5132	0.0209
5.5163	0.0206
5.5194	0.0203
5.5225	0.02
5.5256	0.0196
5.5287	0.0193
5.5318	0.019
5.5349	0.0187
5.538	0.0184
5.5411	0.0181
5.5442	0.0179
5.5472	0.0176
5.5503	0.0173
5.5534	0.017
5.5565	0.0167
5.5596	0.0165
5.5627	0.0162
5.5658	0.0159
5.5689	0.0157
5.572	0.0154
5.5751	0.0152
5.5782	0.0149
5.5813	0.0147
5.5844	0.0144
5.5874	0.0142
5.5905	0.014
5.5936	0.0137
5.5967	0.0135
5.5998	0.0133
5.6029	0.013
5.606	0.0128
5.6091	0.0126
5.6122	0.0124
5.6153	0.0122
5.6184	0.012
5.6215	0.0118
5.6246	0.0116
5.6276	0.0114
5.6307	0.0112
5.6338	0.011
5.6369	0.0108
5.64	0.0106
5.6431	0.0104
5.6462	0.0102
5.6493	0.01
5.6524	0.0099
5.6555	0.0097
5.6586	0.0095
5.6617	0.0093
5.6647	0.0092
5.6678	0.009
5.6709	0.0088
5.674	0.0087
5.6771	0.0085
5.6802	0.0084
5.6833	0.0082
5.6864	0.0081
5.6895	0.0079
5.6926	0.0078
5.6957	0.0076
5.6988	0.0075
5.7019	0.0073
5.7049	0.0072
5.708	0.0071
5.7111	0.0069
5.7142	0.0068
5.7173	0.0067
5.7204	0.0065
5.7235	0.0064
5.7266	0.0063
5.7297	0.0062
5.7328	0.0061
5.7359	0.0059
5.739	0.0058
5.7421	0.0057
5.7451	0.0056
5.7482	0.0055
5.7513	0.0054
5.7544	0.0053
5.7575	0.0052
5.7606	0.0051
5.7637	0.005
5.7668	0.0049
5.7699	0.0048
5.773	0.0047
5.7761	0.0046
5.7792	0.0045
5.7822	0.0044
5.7853	0.0043
5.7884	0.0042
5.7915	0.0041
5.7946	0.004
5.7977	0.004
5.8008	0.0039
5.8039	0.0038
5.807	0.0037
5.8101	0.0036
5.8132	0.0036
5.8163	0.0035
5.8194	0.0034
5.8224	0.0033
5.8255	0.0033
5.8286	0.0032
5.8317	0.0031
5.8348	0.0031
5.8379	0.003
5.841	0.0029
5.8441	0.0029
5.8472	0.0028
5.8503	0.0027
5.8534	0.0027
5.8565	0.0026
5.8596	0.0026
5.8626	0.0025
5.8657	0.0024
5.8688	0.0024
5.8719	0.0023
5.875	0.0023
5.8781	0.0022
5.8812	0.0022
5.8843	0.0021
5.8874	0.0021
5.8905	0.002
5.8936	0.002
5.8967	0.0019
5.8997	0.0019
5.9028	0.0019
5.9059	0.0018
5.909	0.0018
5.9121	0.0017
5.9152	0.0017
5.9183	0.0016
5.9214	0.0016
5.9245	0.0016
5.9276	0.0015
5.9307	0.0015
5.9338	0.0015
5.9369	0.0014
5.9399	0.0014
5.943	0.0014
5.9461	0.0013
5.9492	0.0013
5.9523	0.0013
5.9554	0.0012
5.9585	0.0012
5.9616	0.0012
5.9647	0.0011
5.9678	0.0011
5.9709	0.0011
5.974	0.0011
5.9771	0.001
5.9801	0.001
5.9832	0.001
5.9863	0.001
5.9894	0.0009
5.9925	0.0009
5.9956	0.0009
5.9987	0.0009
6.0018	0.0008
6.0049	0.0008
6.008	0.0008
6.0111	0.0008
6.0142	0.0008
6.0172	0.0007
6.0203	0.0007
6.0234	0.0007
6.0265	0.0007
6.0296	0.0007
6.0327	0.0006
6.0358	0.0006
6.0389	0.0006
6.042	0.0006
6.0451	0.0006
6.0482	0.0006
6.0513	0.0005
6.0544	0.0005
6.0574	0.0005
6.0605	0.0005
6.0636	0.0005
6.0667	0.0005
6.0698	0.0005
6.0729	0.0004
6.076	0.0004
6.0791	0.0004
6.0822	0.0004
6.0853	0.0004
6.0884	0.0004
6.0915	0.0004
6.0946	0.0004
6.0976	0.0004
6.1007	0.0003
6.1038	0.0003
6.1069	0.0003
6.11	0.0003
6.1131	0.0003
6.1162	0.0003
6.1193	0.0003
6.1224	0.0003
6.1255	0.0003
6.1286	0.0003
6.1317	0.0003
6.1348	0.0003
6.1378	0.0002
6.1409	0.0002
6.144	0.0002
6.1471	0.0002
6.1502	0.0002
6.1533	0.0002
6.1564	0.0002
6.1595	0.0002
6.1626	0.0002
6.1657	0.0002
6.1688	0.0002
6.1719	0.0002
6.1749	0.0002
6.178	0.0002
6.1811	0.0002
6.1842	0.0002
6.1873	0.0001
6.1904	0.0001
6.1935	0.0001
6.1966	0.0001
6.1997	0.0001
6.2028	0.0001
6.2059	0.0001
6.209	0.0001
6.2121	0.0001
6.2151	0.0001
6.2182	0.0001
6.2213	0.0001
6.2244	0.0001
6.2275	0.0001
6.2306	0.0001
6.2337	0.0001
6.2368	0.0001
6.2399	0.0001
6.243	0.0001
6.2461	0.0001
6.2492	0.0001
6.2523	0.0001
6.2553	0.0001
6.2584	0.0001
6.2615	0.0001
6.2646	0.0001
6.2677	0.0001
6.2708	0.0001
6.2739	0.0001
6.277	0.0001
6.2801	0.0001
6.2832	0.0001
6.2863	0.0001
6.2894	0.0001
6.2924	0.0
6.2955	0.0
6.2986	0.0
6.3017	0.0
6.3048	0.0
6.3079	0.0
6.311	0.0
6.3141	0.0
6.3172	0.0
6.3203	0.0
6.3234	0.0
6.3265	0.0
6.3296	0.0
6.3326	0.0
6.3357	0.0
6.3388	0.0
6.3419	0.0
6.345	0.0
6.3481	0.0
6.3512	0.0
6.3543	0.0
6.3574	0.0
6.3605	0.0
6.3636	0.0
6.3667	0.0
6.3698	0.0
6.3728	0.0
6.3759	0.0
6.379	0.0
6.3821	0.0
6.3852	0.0
6.3883	0.0
6.3914	0.0
6.3945	0.0
6.3976	0.0
6.4007	0.0
6.4038	0.0
6.4069	0.0
6.4099	0.0
6.413	0.0
6.4161	0.0
6.4192	0.0
6.4223	0.0
6.4254	0.0
6.4285	0.0
6.4316	0.0
6.4347	0.0
6.4378	0.0
6.4409	0.0
6.444	0.0
6.4471	0.0
6.4501	0.0
6.4532	0.0
6.4563	0.0
6.4594	0.0
6.4625	0.0
6.4656	0.0
6.4687	0.0
6.4718	0.0
6.4749	0.0
6.478	0.0
6.4811	0.0
6.4842	0.0
6.4873	0.0
6.4903	0.0
6.4934	0.0
6.4965	0.0
6.4996	0.0
6.5027	0.0
6.5058	0.0
6.5089	0.0
6.512	0.0
6.5151	0.0
6.5182	0.0
6.5213	0.0
6.5244	0.0
6.5274	0.0
6.5305	0.0
6.5336	0.0
6.5367	0.0
6.5398	0.0
6.5429	0.0
6.546	0.0
6.5491	0.0
6.5522	0.0
6.5553	0.0
6.5584	0.0
6.5615	0.0
6.5646	0.0
6.5676	0.0
6.5707	0.0
6.5738	0.0
6.5769	0.0
6.58	0.0
6.5831	0.0
6.5862	0.0
6.5893	0.0
6.5924	0.0
6.5955	0.0
6.5986	0.0
6.6017	0.0
6.6048	0.0
6.6078	0.0
6.6109	0.0
6.614	0.0
6.6171	0.0
6.6202	0.0
6.6233	0.0
6.6264	0.0
6.6295	0.0
6.6326	0.0
6.6357	0.0
6.6388	0.0
6.6419	0.0
6.6449	0.0
6.648	0.0
6.6511	0.0
6.6542	0.0
6.6573	0.0
6.6604	0.0
6.6635	0.0
6.6666	0.0
6.6697	0.0
6.6728	0.0
6.6759	0.0
6.679	0.0
6.6821	0.0
6.6851	0.0
6.6882	0.0
6.6913	0.0
6.6944	0.0
6.6975	0.0
6.7006	0.0
6.7037	0.0
6.7068	0.0
6.7099	0.0
6.713	0.0
6.7161	0.0
6.7192	0.0
6.7223	0.0
6.7253	0.0
6.7284	0.0
6.7315	0.0
6.7346	0.0
6.7377	0.0
6.7408	0.0
6.7439	0.0
6.747	0.0
6.7501	0.0
6.7532	0.0
6.7563	0.0
6.7594	0.0
6.7624	0.0
6.7655	0.0
6.7686	0.0
6.7717	0.0
6.7748	0.0
6.7779	0.0
6.781	0.0
6.7841	0.0
6.7872	0.0
6.7903	0.0
6.7934	0.0
6.7965	0.0
6.7996	0.0
6.8026	0.0
6.8057	0.0
6.8088	0.0
6.8119	0.0
6.815	0.0
6.8181	0.0
6.8212	0.0
6.8243	0.0
6.8274	0.0
6.8305	0.0
6.8336	0.0
6.8367	0.0
6.8398	0.0
6.8428	0.0
6.8459	0.0
6.849	0.0
6.8521	0.0
6.8552	0.0
6.8583	0.0
6.8614	0.0
6.8645	0.0
6.8676	0.0
6.8707	0.0
6.8738	0.0
6.8769	0.0
6.8799	0.0
6.883	0.0
6.8861	0.0
6.8892	0.0
6.8923	0.0
6.8954	0.0
6.8985	0.0
6.9016	0.0
6.9047	0.0
6.9078	0.0
6.9109	0.0
6.914	0.0
6.9171	0.0
6.9201	0.0
6.9232	0.0
6.9263	0.0
6.9294	0.0
6.9325	0.0
6.9356	0.0
6.9387	0.0
6.9418	0.0
6.9449	0.0
6.948	0.0
6.9511	0.0
6.9542	0.0
6.9573	0.0
6.9603	0.0
6.9634	0.0
6.9665	0.0
6.9696	0.0
6.9727	0.0
6.9758	0.0
6.9789	0.0
6.982	0.0
6.9851	0.0
6.9882	0.0
6.9913	0.0
6.9944	0.0
6.9974	0.0
7.0005	0.0
7.0036	0.0
7.0067	0.0
7.0098	0.0
7.0129	0.0
7.016	0.0
7.0191	0.0
7.0222	0.0
7.0253	0.0
7.0284	0.0
7.0315	0.0
7.0346	0.0
7.0376	0.0
7.0407	0.0
7.0438	0.0
7.0469	0.0
7.05	0.0
7.0531	0.0
7.0562	0.0
7.0593	0.0
7.0624	0.0
7.0655	0.0
7.0686	0.0
7.0717	0.0
7.0748	0.0
7.0778	0.0
7.0809	0.0
7.084	0.0
7.0871	0.0
7.0902	0.0
7.0933	0.0
7.0964	0.0
7.0995	0.0
7.1026	0.0
7.1057	0.0
7.1088	0.0
7.1119	0.0
7.1149	0.0
7.118	0.0
7.1211	0.0
7.1242	0.0
7.1273	0.0
7.1304	0.0
7.1335	0.0
7.1366	0.0
7.1397	0.0
7.1428	0.0
7.1459	0.0
7.149	0.0
7.1521	0.0
7.1551	0.0
7.1582	0.0
7.1613	0.0
7.1644	0.0
7.1675	0.0
7.1706	0.0
7.1737	0.0
7.1768	0.0
7.1799	0.0
7.183	0.0
7.1861	0.0
7.1892	0.0
7.1923	0.0
7.1953	0.0
7.1984	0.0
7.2015	0.0
7.2046	0.0
7.2077	0.0
7.2108	0.0
7.2139	0.0
7.217	0.0
7.2201	0.0
7.2232	0.0
7.2263	0.0
7.2294	0.0
7.2325	0.0
7.2355	0.0
7.2386	0.0
7.2417	0.0
7.2448	0.0
7.2479	0.0
7.251	0.0
7.2541	0.0
7.2572	0.0
7.2603	0.0
7.2634	0.0
7.2665	0.0
7.2696	0.0
7.2726	0.0
7.2757	0.0
7.2788	0.0
7.2819	0.0
7.285	0.0
7.2881	0.0
7.2912	0.0
7.2943	0.0
7.2974	0.0
7.3005	0.0
7.3036	0.0
7.3067	0.0
7.3098	0.0
7.3128	0.0
7.3159	0.0
7.319	0.0
7.3221	0.0
7.3252	0.0
7.3283	0.0
7.3314	0.0
7.3345	0.0
7.3376	0.0
7.3407	0.0
7.3438	0.0
7.3469	0.0
7.35	0.0
7.353	0.0
7.3561	0.0
7.3592	0.0
7.3623	0.0
7.3654	0.0
7.3685	0.0
7.3716	0.0
7.3747	0.0
7.3778	0.0
7.3809	0.0
7.384	0.0
7.3871	0.0
7.3901	0.0
7.3932	0.0
7.3963	0.0
7.3994	0.0
7.4025	0.0
7.4056	0.0
7.4087	0.0
7.4118	0.0
7.4149	0.0
7.418	0.0
7.4211	0.0
7.4242	0.0
7.4273	0.0
7.4303	0.0
7.4334	0.0
7.4365	0.0
7.4396	0.0
7.4427	0.0
7.4458	0.0
7.4489	0.0
7.452	0.0
7.4551	0.0
7.4582	0.0
7.4613	0.0
7.4644	0.0
7.4675	0.0
7.4705	0.0
7.4736	0.0
7.4767	0.0
7.4798	0.0
7.4829	0.0
7.486	0.0
7.4891	0.0
7.4922	0.0
7.4953	0.0
7.4984	0.0
7.5015	0.0
7.5046	0.0
7.5076	0.0
7.5107	0.0
7.5138	0.0
7.5169	0.0
7.52	0.0
7.5231	0.0
7.5262	0.0
7.5293	0.0
7.5324	0.0
7.5355	0.0
7.5386	0.0
7.5417	0.0
7.5448	0.0
7.5478	0.0
7.5509	0.0
7.554	0.0
7.5571	0.0
7.5602	0.0
7.5633	0.0
7.5664	0.0
7.5695	0.0
7.5726	0.0
7.5757	0.0
7.5788	0.0
7.5819	0.0
7.585	0.0
7.588	0.0
7.5911	0.0
7.5942	0.0
7.5973	0.0
7.6004	0.0
7.6035	0.0
7.6066	0.0
7.6097	0.0
7.6128	0.0
7.6159	0.0
7.619	0.0
7.6221	0.0
7.6251	0.0
7.6282	0.0
7.6313	0.0
7.6344	0.0
7.6375	0.0
7.6406	0.0
7.6437	0.0
7.6468	0.0
7.6499	0.0
7.653	0.0
7.6561	0.0
7.6592	0.0
7.6623	0.0
7.6653	0.0
7.6684	0.0
7.6715	0.0
7.6746	0.0
7.6777	0.0
7.6808	0.0
7.6839	0.0
7.687	0.0
7.6901	0.0
7.6932	0.0
7.6963	0.0
7.6994	0.0
7.7025	0.0
7.7055	0.0
7.7086	0.0
7.7117	0.0
7.7148	0.0
7.7179	0.0
7.721	0.0
7.7241	0.0
7.7272	0.0
7.7303	0.0
7.7334	0.0
7.7365	0.0
7.7396	0.0
7.7426	0.0
7.7457	0.0
7.7488	0.0
7.7519	0.0
7.755	0.0
7.7581	0.0
7.7612	0.0
7.7643	0.0
7.7674	0.0
7.7705	0.0
7.7736	0.0
7.7767	0.0
7.7798	0.0
7.7828	0.0
7.7859	0.0
7.789	0.0
7.7921	0.0
7.7952	0.0
7.7983	0.0
7.8014	0.0
7.8045	0.0
7.8076	0.0
7.8107	0.0
7.8138	0.0
7.8169	0.0
7.82	0.0
7.823	0.0
7.8261	0.0
7.8292	0.0
7.8323	0.0
7.8354	0.0
7.8385	0.0
7.8416	0.0
7.8447	0.0
7.8478	0.0
7.8509	0.0
7.854	0.0
7.8571	0.0
7.8601	0.0
7.8632	0.0
7.8663	0.0
7.8694	0.0
7.8725	0.0
7.8756	0.0
7.8787	0.0
7.8818	0.0
7.8849	0.0
7.888	0.0
7.8911	0.0
7.8942	0.0
7.8973	0.0
7.9003	0.0
7.9034	0.0
7.9065	0.0
7.9096	0.0
7.9127	0.0
7.9158	0.0
7.9189	0.0
7.922	0.0
7.9251	0.0
7.9282	0.0
7.9313	0.0
7.9344	0.0
7.9375	0.0
7.9405	0.0
7.9436	0.0
7.9467	0.0
7.9498	0.0
7.9529	0.0
7.956	0.0
7.9591	0.0
7.9622	0.0
7.9653	0.0
7.9684	0.0
7.9715	0.0
7.9746	0.0
7.9776	0.0
7.9807	0.0
7.9838	0.0
7.9869	0.0
7.99	0.0
7.9931	0.0
7.9962	0.0
7.9993	0.0
8.0024	0.0
8.0055	0.0
8.0086	0.0
8.0117	0.0
8.0148	0.0
8.0178	0.0
8.0209	0.0
8.024	0.0
8.0271	0.0
8.0302	0.0
8.0333	0.0
8.0364	0.0
8.0395	0.0
8.0426	0.0
8.0457	0.0
8.0488	0.0
8.0519	0.0
8.055	0.0
8.058	0.0
8.0611	0.0
8.0642	0.0
8.0673	0.0
8.0704	0.0
8.0735	0.0
8.0766	0.0
8.0797	0.0
8.0828	0.0
8.0859	0.0
8.089	0.0
8.0921	0.0
8.0951	0.0
8.0982	0.0
8.1013	0.0
8.1044	0.0
8.1075	0.0
8.1106	0.0
8.1137	0.0
8.1168	0.0
8.1199	0.0
8.123	0.0
8.1261	0.0
8.1292	0.0
8.1323	0.0
8.1353	0.0
8.1384	0.0
8.1415	0.0
8.1446	0.0
8.1477	0.0
8.1508	0.0
8.1539	0.0
8.157	0.0
8.1601	0.0
8.1632	0.0
8.1663	0.0
8.1694	0.0
8.1725	0.0
8.1755	0.0
8.1786	0.0
8.1817	0.0
8.1848	0.0
8.1879	0.0
8.191	0.0
8.1941	0.0
8.1972	0.0
8.2003	0.0
8.2034	0.0
8.2065	0.0
8.2096	0.0
8.2126	0.0
8.2157	0.0
8.2188	0.0
8.2219	0.0
8.225	0.0
8.2281	0.0
8.2312	0.0
8.2343	0.0
8.2374	0.0
8.2405	0.0
8.2436	0.0
8.2467	0.0
8.2498	0.0
8.2528	0.0
8.2559	0.0
8.259	0.0
8.2621	0.0
8.2652	0.0
8.2683	0.0
8.2714	0.0
8.2745	0.0
8.2776	0.0
8.2807	0.0
8.2838	0.0
8.2869	0.0
8.29	0.0
8.293	0.0
8.2961	0.0
8.2992	0.0
8.3023	0.0
8.3054	0.0
8.3085	0.0
8.3116	0.0
8.3147	0.0
8.3178	0.0
8.3209	0.0
8.324	0.0
8.3271	0.0
8.3301	0.0
8.3332	0.0
8.3363	0.0
8.3394	0.0
8.3425	0.0
8.3456	0.0
8.3487	0.0
8.3518	0.0
8.3549	0.0
8.358	0.0
8.3611	0.0
8.3642	0.0
8.3673	0.0
8.3703	0.0
8.3734	0.0
8.3765	0.0
8.3796	0.0
8.3827	0.0
8.3858	0.0
8.3889	0.0
8.392	0.0
8.3951	0.0
8.3982	0.0
8.4013	0.0
8.4044	0.0
8.4075	0.0
8.4105	0.0
8.4136	0.0
8.4167	0.0
8.4198	0.0
8.4229	0.0
8.426	0.0
8.4291	0.0
8.4322	0.0
8.4353	0.0
8.4384	0.0
8.4415	0.0
8.4446	0.0
8.4477	0.0
8.4507	0.0
8.4538	0.0
8.4569	0.0
8.46	0.0
8.4631	0.0
8.4662	0.0
8.4693	0.0
8.4724	0.0
8.4755	0.0
8.4786	0.0
8.4817	0.0
8.4848	0.0
8.4878	0.0
8.4909	0.0
8.494	0.0
8.4971	0.0
8.5002	0.0
8.5033	0.0
8.5064	0.0
8.5095	0.0
8.5126	0.0
8.5157	0.0
8.5188	0.0
8.5219	0.0
8.525	0.0
8.528	0.0
8.5311	0.0
8.5342	0.0
8.5373	0.0
8.5404	0.0
8.5435	0.0
8.5466	0.0
8.5497	0.0
8.5528	0.0
8.5559	0.0
8.559	0.0
8.5621	0.0
8.5652	0.0
8.5682	0.0
8.5713	0.0
8.5744	0.0
8.5775	0.0
8.5806	0.0
8.5837	0.0
8.5868	0.0
8.5899	0.0
8.593	0.0
8.5961	0.0
8.5992	0.0
8.6023	0.0
8.6053	0.0
8.6084	0.0
8.6115	0.0
8.6146	0.0
8.6177	0.0
8.6208	0.0
8.6239	0.0
8.627	0.0
8.6301	0.0
8.6332	0.0
8.6363	0.0
8.6394	0.0
8.6425	0.0
8.6455	0.0
8.6486	0.0
8.6517	0.0
8.6548	0.0
8.6579	0.0
8.661	0.0
8.6641	0.0
8.6672	0.0
8.6703	0.0
8.6734	0.0
8.6765	0.0
8.6796	0.0
8.6827	0.0
8.6857	0.0
8.6888	0.0
8.6919	0.0
8.695	0.0
8.6981	0.0
8.7012	0.0
8.7043	0.0
8.7074	0.0
8.7105	0.0
8.7136	0.0
8.7167	0.0
8.7198	0.0
8.7228	0.0
8.7259	0.0
8.729	0.0
8.7321	0.0
8.7352	0.0
8.7383	0.0
8.7414	0.0
8.7445	0.0
8.7476	0.0
8.7507	0.0
8.7538	0.0
8.7569	0.0
8.76	0.0
8.763	0.0
8.7661	0.0
8.7692	0.0
8.7723	0.0
8.7754	0.0
8.7785	0.0
8.7816	0.0
8.7847	0.0
8.7878	0.0
8.7909	0.0
8.794	0.0
8.7971	0.0
8.8002	0.0
8.8032	0.0
8.8063	0.0
8.8094	0.0
8.8125	0.0
8.8156	0.0
8.8187	0.0
8.8218	0.0
8.8249	0.0
8.828	0.0
8.8311	0.0
8.8342	0.0
8.8373	0.0
8.8403	0.0
8.8434	0.0
8.8465	0.0
8.8496	0.0
8.8527	0.0
8.8558	0.0
8.8589	0.0
8.862	0.0
8.8651	0.0
8.8682	0.0
8.8713	0.0
8.8744	0.0
8.8775	0.0
8.8805	0.0
8.8836	0.0
8.8867	0.0
8.8898	0.0
8.8929	0.0
8.896	0.0
8.8991	0.0
8.9022	0.0
8.9053	0.0
8.9084	0.0
8.9115	0.0
8.9146	0.0
8.9177	0.0
8.9207	0.0
8.9238	0.0
8.9269	0.0
8.93	0.0
8.9331	0.0
8.9362	0.0
8.9393	0.0
8.9424	0.0
8.9455	0.0
8.9486	0.0
8.9517	0.0
8.9548	0.0
8.9578	0.0
8.9609	0.0
8.964	0.0
8.9671	0.0
8.9702	0.0
8.9733	0.0
8.9764	0.0
8.9795	0.0
8.9826	0.0
8.9857	0.0
8.9888	0.0
8.9919	0.0
8.995	0.0
8.998	0.0
9.0011	0.0
9.0042	0.0
9.0073	0.0
9.0104	0.0
9.0135	0.0
9.0166	0.0
9.0197	0.0
9.0228	0.0
9.0259	0.0
9.029	0.0
9.0321	0.0
9.0352	0.0
9.0382	0.0
9.0413	0.0
9.0444	0.0
9.0475	0.0
9.0506	0.0
9.0537	0.0
9.0568	0.0
9.0599	0.0
9.063	0.0
9.0661	0.0
