GeneID	GeneSymbol	# drug associations
4489	MT1A	4
4490	MT1B	1
4493	MT1E	3
4494	MT1F	1
4495	MT1G	2
4496	MT1H	2
4498	MT1JP	1
4499	MT1M	1
4501	MT1X	2
4502	MT2A	8
4504	MT3	9
9112	MTA1	6
9219	MTA2	4
57504	MTA3	4
4507	MTAP	4
54996	MTARC2	1
27085	MTBP	2
23787	MTCH1	1
23788	MTCH2	1
23255	MTCL1	4
92140	MTDH	5
4520	MTF1	7
22823	MTF2	1
51537	MTFP1	1
9650	MTFR1	1
56181	MTFR1L	3
113115	MTFR2	1
26164	MTG2	1
4522	MTHFD1	4
25902	MTHFD1L	2
10797	MTHFD2	3
4524	MTHFR	9
4528	MTIF2	2
219402	MTIF3	1
4534	MTM1	1
8776	MTMR1	1
54893	MTMR10	3
10903	MTMR11	1
54545	MTMR12	2
64419	MTMR14	2
8898	MTMR2	3
8897	MTMR3	1
9107	MTMR6	3
66036	MTMR9	3
4543	MTNR1A	1
4544	MTNR1B	1
25821	MTO1	1
2475	MTOR	69
55149	MTPAP	1
4548	MTR	16
23517	MTREX	1
4552	MTRR	2
9788	MTSS1	1
92154	MTSS2	2
4547	MTTP	4
57509	MTUS1	4
23281	MTUS2	1
4580	MTX1	2
10651	MTX2	1
345778	MTX3	1
4582	MUC1	11
94025	MUC16	3
4583	MUC2	2
4584	MUC3A	1
57876	MUC3B	1
4585	MUC4	2
4586	MUC5AC	16
727897	MUC5B	4
80198	MUS81	3
4595	MUTYH	2
93343	MVB12A	2
89853	MVB12B	1
4597	MVD	4
4598	MVK	1
9961	MVP	6
4599	MX1	5
4084	MXD1	2
4601	MXI1	3
439921	MXRA7	6
91663	MYADM	2
4602	MYB	7
10514	MYBBP1A	6
4603	MYBL1	1
4605	MYBL2	3
4608	MYBPH	2
4609	MYC	79
26292	MYCBP	2
23077	MYCBP2	4
4613	MYCN	6
4615	MYD88	7
56005	MYDGF	2
50804	MYEF2	2
4618	MYF6	1
60314	MYG1	2
4619	MYH1	2
4628	MYH10	11
4629	MYH11	4
79784	MYH14	2
84176	MYH16	1
4620	MYH2	4
4621	MYH3	2
4624	MYH6	1
4625	MYH7	4
4627	MYH9	8
4632	MYL1	1
10627	MYL12A	4
103910	MYL12B	2
4633	MYL2	3
4634	MYL3	1
4635	MYL4	2
4637	MYL6	4
140465	MYL6B	2
58498	MYL7	6
10398	MYL9	5
29116	MYLIP	1
4638	MYLK	11
85366	MYLK2	1
4651	MYO10	2
51168	MYO15A	1
80022	MYO15B	1
23026	MYO16	1
399687	MYO18A	3
80179	MYO19	3
4430	MYO1B	2
4641	MYO1C	4
4642	MYO1D	1
4643	MYO1E	6
64005	MYO1G	1
140469	MYO3B	1
4644	MYO5A	5
4645	MYO5B	2
55930	MYO5C	2
4646	MYO6	4
4647	MYO7A	1
4648	MYO7B	1
4649	MYO9A	1
4650	MYO9B	6
4653	MYOC	1
4654	MYOD1	1
26509	MYOF	6
4656	MYOG	1
8736	MYOM1	2
84665	MYPN	1
745	MYRF	2
114803	MYSM1	1
4661	MYT1	1
100820829	MYZAP	2
7593	MZF1	3
80097	MZT2B	1
9683	N4BP1	2
10443	N4BP2L2	1
23138	N4BP3	1
29104	N6AMT1	1
8260	NAA10	4
80155	NAA15	5
51126	NAA20	1
80018	NAA25	2
122830	NAA30	4
60560	NAA35	2
79829	NAA40	1
80218	NAA50	2
4664	NAB1	3
4665	NAB2	2
64859	NABP1	1
79035	NABP2	3
4666	NACA	4
83955	NACA4P	1
112939	NACC1	1
65220	NADK	2
133686	NADK2	2
55191	NADSYN1	3
8883	NAE1	2
92345	NAF1	2
4668	NAGA	1
55577	NAGK	2
4669	NAGLU	2
4671	NAIP	7
10135	NAMPT	15
79923	NANOG	16
140838	NANP	1
54187	NANS	5
4673	NAP1L1	8
4675	NAP1L3	1
4676	NAP1L4	4
8775	NAPA	3
63908	NAPB	2
222236	NAPEPLD	1
8774	NAPG	4
93100	NAPRT	3
4677	NARS1	2
79731	NARS2	1
4678	NASP	8
9	NAT1	9
55226	NAT10	3
10	NAT2	12
9027	NAT8	1
89796	NAV1	1
89797	NAV2	3
128240	NAXE	1
51594	NBAS	1
26960	NBEA	1
65065	NBEAL1	2
23218	NBEAL2	2
4683	NBN	8
100132406	NBPF10	1
148545	NBPF4	1
4077	NBR1	1
83988	NCALD	1
445784	NCAM	1
4684	NCAM1	1
4685	NCAM2	1
9918	NCAPD2	3
23310	NCAPD3	3
64151	NCAPG	5
54892	NCAPG2	2
23397	NCAPH	5
29781	NCAPH2	3
4686	NCBP1	2
22916	NCBP2	2
55421	NCBP3	2
342897	NCCRP1	1
23154	NCDN	2
57552	NCEH1	2
653361	NCF1	16
4688	NCF2	7
4690	NCK1	2
8440	NCK2	1
10787	NCKAP1	1
3071	NCKAP1L	1
51517	NCKIPSD	2
4691	NCL	8
56926	NCLN	2
8648	NCOA1	37
10499	NCOA2	35
8202	NCOA3	17
8031	NCOA4	5
57727	NCOA5	3
23054	NCOA6	6
135112	NCOA7	3
9611	NCOR1	17
9612	NCOR2	14
9437	NCR1	1
259197	NCR3	1
374383	NCR3LG1	3
23413	NCS1	1
23385	NCSTN	2
4535	ND1	7
4536	ND2	1
4538	ND4	1
4540	ND5	1
55706	NDC1	3
10403	NDC80	5
54820	NDE1	1
81565	NDEL1	2
27158	NDOR1	1
10397	NDRG1	14
57447	NDRG2	5
57446	NDRG3	3
4694	NDUFA1	2
4705	NDUFA10	5
55967	NDUFA12	1
51079	NDUFA13	4
4695	NDUFA2	2
4696	NDUFA3	1
4697	NDUFA4	3
4698	NDUFA5	2
4701	NDUFA7	1
4702	NDUFA8	2
4704	NDUFA9	5
4706	NDUFAB1	1
91942	NDUFAF2	1
25915	NDUFAF3	1
4707	NDUFB1	1
4716	NDUFB10	2
54539	NDUFB11	4
4708	NDUFB2	2
4709	NDUFB3	2
4710	NDUFB4	2
4711	NDUFB5	1
4712	NDUFB6	3
4713	NDUFB7	1
4714	NDUFB8	5
4715	NDUFB9	2
4717	NDUFC1	1
4718	NDUFC2	1
4719	NDUFS1	3
4720	NDUFS2	3
4722	NDUFS3	8
4724	NDUFS4	3
4725	NDUFS5	3
4726	NDUFS6	1
374291	NDUFS7	4
4728	NDUFS8	4
4723	NDUFV1	2
4729	NDUFV2	3
4731	NDUFV3	2
283131	NEAT1	1
4703	NEB	2
25977	NECAP1	1
55707	NECAP2	4
5819	NECTIN2	4
25945	NECTIN3	1
81607	NECTIN4	1
121441	NEDD1	2
4734	NEDD4	5
23327	NEDD4L	2
4738	NEDD8	3
4739	NEDD9	4
4744	NEFH	4
4747	NEFL	4
4741	NEFM	5
257194	NEGR1	1
79661	NEIL1	2
252969	NEIL2	2
4750	NEK1	1
4751	NEK2	1
4752	NEK3	1
6787	NEK4	1
10783	NEK6	1
140609	NEK7	1
284086	NEK8	2
91754	NEK9	4
7469	NELFA	4
25920	NELFB	5
51497	NELFCD	1
7936	NELFE	5
9147	NEMF	3
23306	NEMP1	1
29937	NENF	2
4756	NEO1	1
25871	NEPRO	1
10763	NES	16
10276	NET1	1
81831	NETO2	1
4758	NEU1	1
10825	NEU3	1
84461	NEURL4	2
4762	NEUROG1	1
91624	NEXN	4
4763	NF1	5
4771	NF2	2
23114	NFASC	1
32321	NFAT	3
10725	NFAT5	5
4772	NFATC1	10
4773	NFATC2	6
84901	NFATC2IP	4
4775	NFATC3	8
4776	NFATC4	9
4778	NFE2	1
4779	NFE2L1	11
4780	NFE2L2	131
9603	NFE2L3	2
4774	NFIA	3
4781	NFIB	2
4782	NFIC	5
4784	NFIX	1
4790	NFKB1	106
4791	NFKB2	13
4792	NFKBIA	139
4793	NFKBIB	16
4794	NFKBIE	3
4795	NFKBIL1	2
64332	NFKBIZ	1
4798	NFRKB	2
9054	NFS1	1
27247	NFU1	2
4799	NFX1	2
152518	NFXL1	2
4800	NFYA	6
4801	NFYB	1
4802	NFYC	1
58157	NGB	4
25983	NGDN	2
25791	NGEF	1
4803	NGF	10
4804	NGFR	9
55768	NGLY1	1
79840	NHEJ1	2
9368	NHERF1	7
9351	NHERF2	3
374354	NHLRC2	1
55651	NHP2	2
57224	NHSL1	2
340527	NHSL2	1
116496	NIBAN1	9
64855	NIBAN2	2
4811	NID1	3
22795	NID2	2
60491	NIF3L1	2
84365	NIFK	7
51199	NIN	2
51388	NIP7	1
25836	NIPBL	3
8508	NIPSNAP1	1
2631	NIPSNAP2	1
25934	NIPSNAP3A	1
11188	NISCH	2
4817	NIT1	1
56954	NIT2	2
79576	NKAP	1
85407	NKD1	1
55922	NKRF	2
4820	NKTR	2
7080	NKX2-1	1
1482	NKX2-5	1
4824	NKX3-1	4
4825	NKX6-1	1
436748	NKX6.1	1
54475	NLE1	1
54413	NLGN3	3
22829	NLGN4Y	1
51701	NLK	1
57486	NLN	2
58484	NLRC4	1
84166	NLRC5	2
55655	NLRP2	1
114548	NLRP3	27
79671	NLRX1	2
4829	NMBR	2
51068	NMD3	4
4830	NME1	13
654364	NME1-NME2	3
4831	NME2	6
4833	NME4	2
29922	NME7	1
9111	NMI	1
64802	NMNAT1	5
57407	NMRAL1	1
54981	NMRK1	1
4836	NMT1	4
9397	NMT2	4
10874	NMU	1
56923	NMUR2	1
4826	NNAT	1
4837	NNMT	5
23530	NNT	4
84273	NOA1	1
28987	NOB1	4
26155	NOC2L	3
64318	NOC3L	4
79050	NOC4L	1
10392	NOD1	2
64127	NOD2	3
9241	NOG	4
25926	NOL11	1
79159	NOL12	2
8996	NOL3	6
8715	NOL4	1
140688	NOL4L	2
65083	NOL6	1
55035	NOL8	2
79707	NOL9	1
100301851	NOLA3	1
9221	NOLC1	6
64434	NOM1	2
23420	NOMO1	2
283820	NOMO2	1
408050	NOMO3	3
4841	NONO	6
55505	NOP10	1
8602	NOP14	2
51491	NOP16	1
4839	NOP2	3
29997	NOP53	3
10528	NOP56	3
51602	NOP58	4
4842	NOS1	9
9722	NOS1AP	2
4843	NOS2	66
404036	NOS2A	2
4846	NOS3	64
51070	NOSIP	3
4851	NOTCH1	23
4853	NOTCH2	4
388677	NOTCH2NLA	1
4854	NOTCH3	1
4855	NOTCH4	1
27035	NOX1	2
50507	NOX4	15
79400	NOX5	1
4862	NPAS2	2
4864	NPC1	6
29881	NPC1L1	2
10577	NPC2	2
79716	NPEPL1	2
9520	NPEPPS	1
261734	NPHP4	3
4868	NPHS1	5
7827	NPHS2	3
55666	NPLOC4	2
4869	NPM1	18
10361	NPM2	1
10360	NPM3	3
255743	NPNT	1
4878	NPPA	21
4879	NPPB	26
4883	NPR3	1
27020	NPTN	2
4884	NPTX1	1
4852	NPY	5
1728	NQO1	71
4835	NQO2	12
190	NR0B1	4
8431	NR0B2	9
7376	NR1H2	4
10062	NR1H3	18
9971	NR1H4	48
8856	NR1I2	126
9970	NR1I3	46
7182	NR2C2	3
10002	NR2E3	1
7025	NR2F1	5
7026	NR2F2	3
2063	NR2F6	1
2908	NR3C1	54
4306	NR3C2	16
3164	NR4A1	9
4929	NR4A2	4
8013	NR4A3	1
2516	NR5A1	9
2494	NR5A2	2
2649	NR6A1	2
4893	NRAS	4
29982	NRBF2	2
29959	NRBP1	2
4897	NRCAM	1
4898	NRDC	1
4899	NRF1	3
3084	NRG1	6
10718	NRG3	1
8204	NRIP1	10
4901	NRL	2
8829	NRP1	6
9378	NRXN1	3
10412	NSA2	1
64324	NSD1	3
7468	NSD2	3
54904	NSD3	2
50814	NSDHL	5
4905	NSF	2
55968	NSFL1C	4
8439	NSMAF	2
54780	NSMCE4A	1
84081	NSRP1	2
54888	NSUN2	4
387338	NSUN4	1
55695	NSUN5	1
30833	NT5C	4
22978	NT5C2	3
107569	NT5C3	1
115024	NT5C3B	1
221294	NT5DC1	2
4907	NT5E	7
123803	NTAN1	1
55093	NTAQ1	2
4908	NTF3	2
4913	NTHL1	1
28989	NTMT1	2
84284	NTPCR	1
4914	NTRK1	5
4915	NTRK2	5
4916	NTRK3	1
4922	NTS	7
4923	NTSR1	1
9891	NUAK1	1
81788	NUAK2	1
4682	NUBP1	3
10101	NUBP2	2
4924	NUCB1	4
4925	NUCB2	1
64710	NUCKS1	4
10726	NUDC	4
84955	NUDCD1	3
134492	NUDCD2	2
23386	NUDCD3	1
4521	NUDT1	3
170685	NUDT10	1
83594	NUDT12	1
55270	NUDT15	3
131870	NUDT16	2
84309	NUDT16L1	2
390916	NUDT19	2
11051	NUDT21	4
11165	NUDT3	1
11163	NUDT4	4
11164	NUDT5	2
53343	NUDT9	3
57532	NUFIP2	4
4926	NUMA1	7
8650	NUMB	6
57122	NUP107	2
55746	NUP133	3
9972	NUP153	5
9631	NUP155	2
23279	NUP160	1
23511	NUP188	4
23165	NUP205	2
23225	NUP210	3
8021	NUP214	5
129401	NUP35	3
79023	NUP37	3
11097	NUP42	1
348995	NUP43	1
10762	NUP50	6
53371	NUP54	2
9818	NUP58	2
23636	NUP62	2
79902	NUP85	3
4927	NUP88	4
9688	NUP93	4
4928	NUP98	6
26471	NUPR1	2
116150	NUS1	1
51203	NUSAP1	3
10204	NUTF2	2
4931	NVL	2
57495	NWD2	1
10482	NXF1	3
64359	NXN	3
54827	NXPE4	1
57624	NYAP2	1
221443	OARD1	1
4938	OAS1	2
4940	OAS3	2
4942	OAT	3
4946	OAZ1	2
79596	OBI1	1
29991	OBP2A	1
84033	OBSCN	2
23363	OBSL1	1
4948	OCA2	1
54940	OCIAD1	3
132299	OCIAD2	1
100506658	OCLN	20
4952	OCRL	2
4953	ODC1	11
54953	ODR4	2
8481	OFD1	2
10724	OGA	5
4967	OGDH	6
55753	OGDHL	1
11054	OGFR	6
79627	OGFRL1	2
4968	OGG1	13
8473	OGT	5
11339	OIP5	4
170392	OIT3	1
29789	OLA1	1
10439	OLFM1	2
10562	OLFM4	1
10215	OLIG2	1
4973	OLR1	5
4976	OPA1	7
4978	OPCML	1
4983	OPHN1	1
26873	OPLAH	2
23596	OPN3	1
4985	OPRD1	4
4986	OPRK1	4
4987	OPRL1	1
4988	OPRM1	11
26254	OPTC	2
10133	OPTN	6
401903	OR10B1P	2
8383	OR1A1	2
258706	OR1A1B	1
26189	OR1A2	1
4991	OR1D2	1
126370	OR1I1	2
125963	OR1M1	1
26211	OR2F1	1
26687	OR4E1	1
8594	OR5D3P	1
18348	OR6E1	2
84876	ORAI1	2
4998	ORC1	2
4999	ORC2	1
23595	ORC3	1
5000	ORC4	1
5001	ORC5	1
23594	ORC6	3
5004	ORM1	5
5005	ORM2	6
29095	ORMDL2	2
94103	ORMDL3	3
10956	OS9	1
5007	OSBP	4
114884	OSBPL10	3
114885	OSBPL11	3
114876	OSBPL1A	1
9885	OSBPL2	1
26031	OSBPL3	3
114882	OSBPL8	4
114883	OSBPL9	3
51526	OSER1	1
55644	OSGEP	2
64172	OSGEPL1	1
29948	OSGIN1	3
5008	OSM	5
9180	OSMR	2
58505	OSTC	1
26578	OSTF1	3
28962	OSTM1	2
5009	OTC	2
150677	OTOS	1
23440	OTP	1
55611	OTUB1	4
54726	OTUD4	1
55593	OTUD5	4
51633	OTUD6B	1
56957	OTUD7B	1
124641	OVCA2	1
5016	OVGP1	2
5017	OVOL1	1
58495	OVOL2	1
5018	OXA1L	1
5019	OXCT1	3
55074	OXR1	2
9943	OXSR1	1
5020	OXT	2
5021	OXTR	1
5024	P2RX3	1
5025	P2RX4	5
5027	P2RX7	5
5028	P2RY1	3
27334	P2RY10	1
5032	P2RY11	2
53829	P2RY13	2
5029	P2RY2	2
5030	P2RY4	2
5031	P2RY6	1
286530	P2RY8	1
64175	P3H1	3
55214	P3H2	2
10536	P3H3	2
10609	P3H4	2
5033	P4HA1	6
8974	P4HA2	4
5034	P4HB	11
54681	P4HTM	3
5036	PA2G4	7
116224	PABIR1	3
159090	PABIR2	2
26986	PABPC1	7
5042	PABPC3	1
8761	PABPC4	4
8106	PABPN1	4
55248	PACC1	1
55690	PACS1	2
23241	PACS2	1
29993	PACSIN1	1
11252	PACSIN2	5
29763	PACSIN3	3
51702	PADI3	1
23569	PADI4	2
5047	PAEP	4
54623	PAF1	1
5048	PAFAH1B1	4
5049	PAFAH1B2	3
5050	PAFAH1B3	3
79447	PAGR1	1
5053	PAH	1
10606	PAICS	3
10605	PAIP1	2
51247	PAIP2	2
5058	PAK1	3
55003	PAK1IP1	1
5062	PAK2	5
5063	PAK3	1
10298	PAK4	3
56924	PAK6	2
79728	PALB2	1
27143	PALD1	1
23022	PALLD	1
5064	PALM	2
445815	PALM2AKAP2	3
342979	PALM3	1
54873	PALMD	3
64398	PALS1	1
51678	PALS2	1
9924	PAN2	2
255967	PAN3	2
53354	PANK1	2
80025	PANK2	1
55229	PANK4	3
24145	PANX1	2
10914	PAPOLA	4
64895	PAPOLG	2
5069	PAPPA	1
60676	PAPPA2	1
9061	PAPSS1	3
9060	PAPSS2	1
56288	PARD3	5
50855	PARD6A	1
84612	PARD6B	2
8505	PARG	6
11315	PARK7	16
5073	PARN	2
3355109	PARP	3
142	PARP1	189
64761	PARP12	1
54625	PARP14	1
54956	PARP16	1
10038	PARP2	1
143	PARP4	2
83666	PARP9	1
55742	PARVA	4
64098	PARVG	1
23178	PASK	1
10207	PATJ	1
219988	PATL1	1
23598	PATZ1	1
5074	PAWR	7
5077	PAX3	3
5080	PAX6	6
7849	PAX8	4
94104	PAXBP1	2
22976	PAXIP1	1
286257	PAXX	2
100301806	PB1	1
51260	PBDC1	2
55872	PBK	6
107888	PBR	1
55193	PBRM1	3
5087	PBX1	1
5089	PBX2	2
5090	PBX3	1
57326	PBXIP1	3
5091	PC	4
388939	PCARE	2
5092	PCBD1	2
5093	PCBP1	8
5094	PCBP2	5
54039	PCBP3	1
5095	PCCA	2
5096	PCCB	1
27328	PCDH11X	1
65217	PCDH15	1
27253	PCDH17	1
57526	PCDH19	1
5100	PCDH8	1
56143	PCDHA5	1
56142	PCDHA6	1
56124	PCDHB12	1
26167	PCDHB5	1
56106	PCDHGA10	1
51585	PCF11	3
84108	PCGF6	2
55795	PCID2	1
63935	PCIF1	2
5105	PCK1	7
5106	PCK2	8
9768	PCLAF	2
5108	PCM1	4
5110	PCMT1	6
5111	PCNA	42
57092	PCNP	2
5116	PCNT	1
22990	PCNX1	1
80003	PCNX2	1
399909	PCNX3	2
5118	PCOLCE	1
26577	PCOLCE2	1
654790	PCP4L1	1
9159	PCSK7	1
255738	PCSK9	6
58488	PCTP	1
51449	PCYOX1	3
78991	PCYOX1L	1
5130	PCYT1A	4
9468	PCYT1B	2
5833	PCYT2	1
11333	PDAP1	3
11235	PDCD10	2
22984	PDCD11	4
5134	PDCD2	1
84306	PDCD2L	1
27250	PDCD4	13
9141	PDCD5	3
10016	PDCD6	3
10015	PDCD6IP	3
5082	PDCL	1
79031	PDCL3	3
10846	PDE10A	2
50940	PDE11A	3
201626	PDE12	2
5136	PDE1A	2
5138	PDE2A	3
5139	PDE3A	4
5140	PDE3B	2
5141	PDE4A	1
5142	PDE4B	2
5144	PDE4D	2
8654	PDE5A	5
5147	PDE6D	1
5150	PDE7A	3
27115	PDE7B	3
5151	PDE8A	4
8622	PDE8B	2
5152	PDE9A	2
64146	PDF	1
5154	PDGFA	4
378480	PDGFAA	1
5155	PDGFB	24
796490	PDGFBB	2
56034	PDGFC	1
5156	PDGFRA	1
5159	PDGFRB	8
5160	PDHA1	5
5162	PDHB	6
8050	PDHX	2
64714	PDIA2	1
2923	PDIA3	11
9601	PDIA4	3
10954	PDIA5	1
10130	PDIA6	4
5163	PDK1	13
5165	PDK3	1
5166	PDK4	6
100196322	PDL1	1
9124	PDLIM1	3
64236	PDLIM2	4
10611	PDLIM5	5
9260	PDLIM7	4
54704	PDP1	1
5170	PDPK1	6
10630	PDPN	2
55066	PDPR	1
81572	PDRG1	1
23244	PDS5A	3
23047	PDS5B	3
57107	PDSS2	1
3651	PDX1	6
23042	PDXDC1	4
8566	PDXK	6
57026	PDXP	1
5173	PDYN	1
23037	PDZD2	1
118987	PDZD8	2
23024	PDZRN3	1
29951	PDZRN4	1
8682	PEA15	3
79834	PEAK1	2
5037	PEBP1	11
5175	PECAM1	9
55825	PECR	3
387522	PEDS1-UBE2V1	1
23089	PEG10	3
5178	PEG3	1
53918	PELO	3
27043	PELP1	6
5179	PENK	1
5184	PEPD	5
5187	PER1	4
8864	PER2	1
23481	PES1	1
5189	PEX1	2
8800	PEX11A	1
8799	PEX11B	2
5194	PEX13	1
5195	PEX14	4
5824	PEX19	4
8504	PEX3	1
5190	PEX6	1
5191	PEX7	1
5196	PF4	6
5197	PF4V1	1
5198	PFAS	2
5201	PFDN1	1
5202	PFDN2	2
5203	PFDN4	2
5204	PFDN5	2
10471	PFDN6	1
5208	PFKFB2	2
5209	PFKFB3	3
5210	PFKFB4	2
5211	PFKL	1
5213	PFKM	5
5214	PFKP	6
5216	PFN1	9
5217	PFN2	5
345456	PFN3	1
375189	PFN4	1
5223	PGAM1	7
323107	PGAM1A	1
5224	PGAM2	1
441531	PGAM4	1
192111	PGAM5	3
27315	PGAP2	1
84547	PGBD1	1
267004	PGBD3	2
5226	PGD	10
80162	PGGHG	1
5230	PGK1	17
5232	PGK2	2
25796	PGLS	3
114770	PGLYRP2	2
5236	PGM1	6
55276	PGM2	4
283209	PGM2L1	1
5238	PGM3	3
283871	PGP	1
5241	PGR	44
10857	PGRMC1	6
10424	PGRMC2	3
9749	PHACTR2	2
65979	PHACTR4	5
80262	PHAF1	1
51808	PHAX	3
18673	PHB	1
5245	PHB1	12
11331	PHB2	5
1911	PHC1	1
80012	PHC3	2
5252	PHF1	1
55274	PHF10	3
57649	PHF12	1
148479	PHF13	1
9678	PHF14	3
5253	PHF2	3
79142	PHF23	3
23469	PHF3	2
84844	PHF5A	3
84295	PHF6	2
23133	PHF8	3
26227	PHGDH	9
55023	PHIP	3
5255	PHKA1	1
5256	PHKA2	3
5257	PHKB	2
5261	PHKG2	1
22822	PHLDA1	1
23612	PHLDA3	1
23187	PHLDB1	5
90102	PHLDB2	3
653583	PHLDB3	1
23239	PHLPP1	2
23035	PHLPP2	1
162466	PHOSPHO1	1
493911	PHOSPHO2	1
29085	PHPT1	2
57661	PHRF1	2
5264	PHYH	2
254295	PHYHD1	1
84457	PHYHIPL	1
5266	PI3	1
55361	PI4K2A	4
55300	PI4K2B	1
5297	PI4KA	3
5298	PI4KB	2
8554	PIAS1	6
9063	PIAS2	1
10401	PIAS3	1
10464	PIBF1	3
8301	PICALM	5
55367	PIDD1	1
9780	PIEZO1	2
5279	PIGC	1
54872	PIGG	2
5283	PIGH	1
10026	PIGK	1
23556	PIGN	1
94005	PIGS	3
51604	PIGT	1
55011	PIH1D1	3
5286	PIK3C2A	1
5287	PIK3C2B	3
5289	PIK3C3	6
5290	PIK3CA	13
5291	PIK3CB	5
5294	PIK3CG	5
5295	PIK3R1	15
5296	PIK3R2	2
30849	PIK3R4	3
200576	PIKFYVE	1
5292	PIM1	5
54478	PIMREG	2
5300	PIN1	8
5303	PIN4	2
65018	PINK1	13
54984	PINX1	1
5304	PIP	1
5305	PIP4K2A	1
8396	PIP4K2B	4
79837	PIP4K2C	4
90809	PIP4P1	3
55529	PIP4P2	1
8394	PIP5K1A	1
8395	PIP5K1B	1
23396	PIP5K1C	1
266971	PIPSL	1
8544	PIR	7
23761	PISD	2
5306	PITPNA	2
23760	PITPNB	3
26207	PITPNC1	2
9600	PITPNM1	3
10531	PITRM1	2
5308	PITX2	2
5309	PITX3	1
64219	PJA1	1
9867	PJA2	1
5310	PKD1	1
5311	PKD2	4
5569	PKIA	3
5313	PKLR	2
5315	PKM	27
9088	PKMYT1	1
5585	PKN1	3
5586	PKN2	6
29941	PKN3	1
63876	PKNOX2	1
5317	PKP1	1
5318	PKP2	4
11187	PKP3	3
8502	PKP4	4
406141	PLA2	3
23659	PLA2G15	1
5319	PLA2G1B	5
5320	PLA2G2A	6
50487	PLA2G3	1
5321	PLA2G4A	8
123745	PLA2G4E	1
8398	PLA2G6	1
7941	PLA2G7	3
22925	PLA2R1	1
9373	PLAA	1
5325	PLAGL1	1
5326	PLAGL2	1
5327	PLAT	21
5328	PLAU	18
5329	PLAUR	9
79887	PLBD1	1
196463	PLBD2	3
23236	PLCB1	2
5330	PLCB2	2
5331	PLCB3	4
5333	PLCD1	2
113026	PLCD3	2
51196	PLCE1	1
5335	PLCG1	13
5336	PLCG2	4
23007	PLCH1	1
23228	PLCL2	1
5337	PLD1	7
5338	PLD2	6
23646	PLD3	4
5339	PLEC	9
5341	PLEK	3
26499	PLEK2	1
59338	PLEKHA1	2
59339	PLEKHA2	2
65977	PLEKHA3	1
57664	PLEKHA4	1
54477	PLEKHA5	3
22874	PLEKHA6	2
144100	PLEKHA7	1
79156	PLEKHF1	1
79666	PLEKHF2	1
64857	PLEKHG2	2
26030	PLEKHG3	4
25894	PLEKHG4	1
57449	PLEKHG5	1
55200	PLEKHG6	1
23207	PLEKHM2	3
51177	PLEKHO1	2
80301	PLEKHO2	2
5340	PLG	11
5346	PLIN1	3
123	PLIN2	9
10226	PLIN3	7
729359	PLIN4	1
5347	PLK1	13
10769	PLK2	1
1263	PLK3	1
51090	PLLP	2
5350	PLN	2
5351	PLOD1	4
5352	PLOD2	4
8985	PLOD3	3
5354	PLP1	3
5355	PLP2	3
11212	PLPBP	3
8611	PLPP1	2
8612	PLPP2	1
403313	PLPP6	2
84814	PLPP7	1
5356	PLRG1	1
5357	PLS1	4
5358	PLS3	6
5359	PLSCR1	3
57048	PLSCR3	1
5360	PLTP	2
5361	PLXNA1	1
23654	PLXNB2	3
23129	PLXND1	1
5366	PMAIP1	15
6490	PMEL	3
191743	PMK-1	1
5371	PML	14
5372	PMM1	1
5373	PMM2	1
5375	PMP2	1
5376	PMP22	3
23203	PMPCA	3
9512	PMPCB	4
5395	PMS2	1
10654	PMVK	2
25957	PNISR	2
25953	PNKD	1
11284	PNKP	3
5406	PNLIP	1
5408	PNLIPRP2	2
10687	PNMA2	2
5411	PNN	3
56902	PNO1	1
4860	PNP	4
57104	PNPLA2	2
10908	PNPLA6	4
55163	PNPO	3
87178	PNPT1	1
10957	PNRC1	5
55629	PNRC2	1
79983	POF1B	2
23509	POFUT1	3
23275	POFUT2	1
79070	POGLUT2	1
143888	POGLUT3	1
23126	POGZ	4
5422	POLA1	2
23649	POLA2	3
5423	POLB	5
5424	POLD1	2
5425	POLD2	1
10714	POLD3	1
26073	POLDIP2	4
84271	POLDIP3	3
5426	POLE	2
5427	POLE2	2
54107	POLE3	1
56655	POLE4	2
5428	POLG	2
11232	POLG2	1
5429	POLH	2
11201	POLI	2
51426	POLK	3
27343	POLL	2
27434	POLM	3
25885	POLR1A	2
84172	POLR1B	2
9533	POLR1C	2
221830	POLR1F	3
10849	POLR1G	2
30834	POLR1H	4
5430	POLR2A	7
5431	POLR2B	1
5434	POLR2E	4
5435	POLR2F	3
5437	POLR2H	1
5438	POLR2I	1
5440	POLR2K	1
5441	POLR2L	1
10623	POLR3C	2
661	POLR3D	1
55718	POLR3E	1
171568	POLR3H	1
51728	POLR3K	1
9883	POM121	4
100101267	POM121C	3
5443	POMC	22
84197	POMK	1
29954	POMT2	1
22932	POMZP3	1
5444	PON1	33
5445	PON2	8
5446	PON3	4
10940	POP1	3
10775	POP4	1
10248	POP7	1
5447	POR	15
10631	POSTN	5
388468	POTEC	1
445582	POTEE	4
728378	POTEF	2
653269	POTEI	4
440915	POTEKP	4
5451	POU2F1	3
5452	POU2F2	1
25833	POU2F3	1
5460	POU5F1	29
5464	PPA1	3
27068	PPA2	2
5465	PPARA	48
100136658	PPARB	6
5467	PPARD	19
5468	PPARG	94
10891	PPARGC1A	27
133522	PPARGC1B	2
5471	PPAT	1
5473	PPBP	10
79717	PPCS	1
