Cluster	No_of_drugs	No_of_drugs_with_mcs	No_of_similarity_values	Min_similarity	Max_similarity	Mean_similarity	Median_similarity
84	2	2	1	0.416666666666667	0.416666666666667	0.416666666666667	0.416666666666667
85	2	2	1	0.352941176470588	0.352941176470588	0.352941176470588	0.352941176470588
86	2	2	1	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333
87	2	2	1	0.363636363636364	0.363636363636364	0.363636363636364	0.363636363636364
88	2	2	1	0.380952380952381	0.380952380952381	0.380952380952381	0.380952380952381
89	2	2	1	0.352941176470588	0.352941176470588	0.352941176470588	0.352941176470588
90	2	2	1	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667
91	2	2	1	0.357142857142857	0.357142857142857	0.357142857142857	0.357142857142857
92	2	2	1	0.538461538461538	0.538461538461538	0.538461538461538	0.538461538461538
93	2	2	1	0.692307692307692	0.692307692307692	0.692307692307692	0.692307692307692
94	2	2	1	1	1	1	1
95	2	1	1	1	1	1	1
96	2	2	1	0.25	0.25	0.25	0.25
97	2	2	1	0.303030303030303	0.303030303030303	0.303030303030303	0.303030303030303
98	2	2	1	0.5	0.5	0.5	0.5
99	2	2	1	0	0	0	0
100	2	2	1	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429
101	2	2	1	0.2	0.2	0.2	0.2
102	2	2	1	0.941176470588235	0.941176470588235	0.941176470588235	0.941176470588235
103	2	2	1	0.65	0.65	0.65	0.65
104	2	1	1	1	1	1	1
105	2	1	1	1	1	1	1
106	2	2	1	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333
107	2	2	1	0.421052631578947	0.421052631578947	0.421052631578947	0.421052631578947
108	2	2	1	0.636363636363636	0.636363636363636	0.636363636363636	0.636363636363636
109	2	2	1	0.25	0.25	0.25	0.25
110	2	2	1	0.32	0.32	0.32	0.32
111	2	2	1	0.5	0.5	0.5	0.5
112	2	2	1	0.227272727272727	0.227272727272727	0.227272727272727	0.227272727272727
113	2	2	1	0.388888888888889	0.388888888888889	0.388888888888889	0.388888888888889
114	2	2	1	0.272727272727273	0.272727272727273	0.272727272727273	0.272727272727273
115	2	2	1	0.571428571428571	0.571428571428571	0.571428571428571	0.571428571428571
116	2	2	1	0.375	0.375	0.375	0.375
117	2	2	1	0.818181818181818	0.818181818181818	0.818181818181818	0.818181818181818
118	2	2	1	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444
119	2	2	1	0.5	0.5	0.5	0.5
120	2	2	1	0.8	0.8	0.8	0.8
121	2	2	1	0.818181818181818	0.818181818181818	0.818181818181818	0.818181818181818
122	2	2	1	0.944444444444444	0.944444444444444	0.944444444444444	0.944444444444444
123	2	2	1	0.818181818181818	0.818181818181818	0.818181818181818	0.818181818181818
124	2	2	1	0.363636363636364	0.363636363636364	0.363636363636364	0.363636363636364
125	2	2	1	0	0	0	0
126	2	2	1	0.611111111111111	0.611111111111111	0.611111111111111	0.611111111111111
127	2	2	1	0.294117647058824	0.294117647058824	0.294117647058824	0.294117647058824
128	2	2	1	0.230769230769231	0.230769230769231	0.230769230769231	0.230769230769231
129	2	2	1	0.689655172413793	0.689655172413793	0.689655172413793	0.689655172413793
130	2	2	1	0.384615384615385	0.384615384615385	0.384615384615385	0.384615384615385
131	2	2	1	0.25	0.25	0.25	0.25
132	2	2	1	0.578947368421053	0.578947368421053	0.578947368421053	0.578947368421053
133	2	2	1	0.4	0.4	0.4	0.4
134	2	2	1	1	1	1	1
135	2	2	1	0.555555555555556	0.555555555555556	0.555555555555556	0.555555555555556
136	2	2	1	0.388888888888889	0.388888888888889	0.388888888888889	0.388888888888889
137	2	2	1	0.5	0.5	0.5	0.5
138	2	2	1	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333
